name,id
Desecresy,3540317587
Desolate Shrine,3540328961
Despised Icon,5494
Destroy Destroy Destroy,33570
Destruction,155
Destructor,1220
Deströyer 666,223
Desultory,577
Dethklok,106461
Deus Otiosus,90881
Devastation,1502
Deviator,99896
Devil Doll,5950
DevilDriver,96618
Devin Townsend,1245
Devin Townsend Project,3540289430
Deviser,699
Devourment,818
Dew-Scented,769
Dezperadoz,8441
Diablo Swing Orchestra,38762
Diabolic,1108
Diabolical Masquerade,236
Diamond Head,401
Diamond Plate,116030
Die Apokalyptischen Reiter,2530
Dies Irae,3280
Dimension Zero,243
Dimmu Borgir,69
Dio,163
Diocletian,70207
Dionysus,3031
Disarmonia Mundi,5284
Discharge,26385
Disembowelment,4213
Disfiguring the Goddess,3540374382
Disgorge,326
Disillusion,11560
Disma,3540292739
Dismember,122
Dissection,183
Divine Empire,1031
Divine Heresy,98320
Dodecahedron,3540329941
Dokken,16095
Dolorian,3925
Domine,755
Doom:VS,42685
DoomSword,734
Dornenreich,2374
Doro,4220
Dorsal Atlântica,2092
Down,71
Downfall of Gaia,3540353343
Dr. Living Dead!,102731
Dr. Shrinker,4753
Draconian,3666
Dragged into Sunlight,3540264025
DragonForce,2289
Dragonland,2000
Dragonlord,64
Drawn and Quartered,3545
Dream Death,872
Dream Evil,1162
Dream Theater,37
Dreamtale,1828
Drowning the Light,80383
Drudkh,9344
Drug Honkey,89129
Dub Buk,8811
Dying Fetus,45
Dystopia,27354
Dååth,18565
Dødheimsgard,1424
Dødsferd,54536
The Day Everything Became Nothing,14074
The Devin Townsend Band,112845
The Duskfall,3498
Ea,84048
Earth,10278
Echoes of Eternity,71435
Ectovoid,3540325421
Eden's Curse,102073
Edenbridge,1843
Edge of Sanity,106
Edguy,170
Eidolon,771
Einherjer,307
El-Ahrairah,3540298353
Eldamar,3540407768
Elder,94478
Eldritch,591
Electric Wizard,407
Elend,1017
Elffor,6664
Elis,11971
Eluveitie,13991
Elvenking,387
Elysian Blaze,17646
Embrace of Thorns,26115
Embrional,70930
Emperor,30
Emptiness,5845
Empyrium,2345
Encoffination,3540301943
Enforcer,53941
Enmity,2070
Enochian Crescent,2551
Ensiferum,332
Enslaved,104
Enthroned,1153
Entombed,7
Entrails,3540285750
Entrapment,3540311714
Entwine,2610
Ephel Duath,1320
Epica,6716
Epicardiectomy,3540315641
Epidemic,3560
Equilibrium,11613
Ereb Altor,19273
Erebus Enthroned,113224
Esoteric,353
Estatic Fear,5954
Eternal Champion,3540362562
Eternal Tears of Sorrow,333
Eucharist,330
Evergrey,1388
Evil,9623
Evildead,1232
Evile,34007
Evilfeast,15806
Evocation,19145
Evoken,291
Ewigheim,30749
Ex Deo,3540283566
Excalion,17232
Exciter,1103
Exhorder,334
Exhumed,143
Exivious,2802
Exmortus,23401
Exodus,173
Extol,1164
Extreme Noise Terror,1046
Exumer,1529
Eyehategod,1624
The Exploited,26220
Facebreaker,7837
Fairyland,8051
Faith No More,983
Faithful Breath,912
Falconer,74
Falkenbach,1071
Falls of Rauros,67357
Fallujah,3540255104
False,3540332204
Fantômas,1383
Fastkill,25775
Fates Warning,604
Father Befouled,3540256096
Fear Factory,189
Fear of Domination,125861
Fejd,24186
Fell Voices,3540259141
Fen,92603
Fifth Angel,1214
Fight,425
Finntroll,95
Finsterforst,62761
Firewind,2025
Firth of Damnation,95657
Fleshcrawl,847
Fleshgod Apocalypse,113185
Fleshgrind,3319
Flotsam and Jetsam,621
Flowing Tears,4246
Folkearth,30998
Forbidden,374
Forced Entry,599
Forefather,781
Foreskin,3540308292
Forest,7339
Forest Silence,6946
Forest of Shadows,1241
Forgive Me,3540296723
Forgotten Tomb,5037
Forgotten Woods,1089
Forsaken,964
Forteresse,81106
Fozzy,1402
Freak Kitchen,1375
Freedom Call,603
Frost like Ashes,6009
Fueled by Fire,43127
Full of Hell,3540438869
Funebrarum,11723
Funeral,3438
Funeral Mist,2854
Furia,23765
Furze,10020
The Faceless,74954
The Foreshadowing,108312
Gaia Epicus,11122
Gallhammer,28291
Galneryus,19417
Gama Bomb,12108
Gamma Ray,221
Gammacide,1930
Gargoyle,15822
Gatecreeper,3540382449
Gatekeeper,3540360941
Gates of Ishtar,619
Gehenna,2155
General Surgery,3162
Ghost,3540309157
Ghost Bath,3540372489
Ghoul,671
Giant Squid,83500
Gigan,108235
Glittertind,16715
Glorior Belli,18405
Gloryhammer,3540361647
Gnaw Their Tongues,87503
Goatmoon,30403
Goatpenis,11013
Goatwhore,2381
God Dethroned,242
God Forbid,1251
Godflesh,788
Godgory,1051
Godkiller,2401
Gojira,18351
Gontyna Kry,1349
Gorefest,1334
Gorement,9649
Gorerotted,2101
Gorgasm,212
Gorgoroth,770
Gorguts,1124
Gorod,44494
Gospel of the Horns,2788
Grand Belial's Key,270
Grand Magus,7162
Grave,1020
Grave Digger,391
Graveland,390
Graveworm,1019
Gravewürm,589
Graveyard,111014
Green Carnation,103
Grim Reaper,952
Grinder,939
Grip Inc.,154
Gris,101968
Gruesome,3540392674
Gwar,31515
Gygax,3540406811
The Gates of Slumber,24781
The Gathering,797
The Great Kat,65304
Hades,46315
Hades Archer,89232
Haemorrhage,2556
Haggard,63
Hail Spirit Noir,3540343083
Hail of Bullets,105288
Haken,3540270852
Halford,98
Halloween,1441
Hallows Eve,137
HammerFall,201
Hammers of Misfortune,47
Handful of Hate,7852
Happy Days,97532
Hate,2750
Hate Eternal,131
Hate Forest,2234
HateSphere,1550
Hatriot,3540358820
Haunt,3540429417
Havohej,4250
Havok,34723
Hearse,7005
Heathen,378
Heaven & Hell,99536
Heaven Shall Burn,3010
Heavenly,1433
Heavens Gate,522
Heavy Load,113
Hecate Enthroned,793
Heidevolk,17850
Heinrichreich,117165
Helheim,2408
Hell,5849
Hell United,95834
Hellbastard,3382
Hellhammer,287
Helloween,159
Hellripper,3540394369
Hellveto,11286
Hellwitch,1284
Hellyeah,90772
Helmet,5636
Helrunar,13391
Helstar,142
Heresiarch,3540324914
Heretic,1221
Hermh,4804
Hermóðr,3540346412
Hexx,1172
Hibria,3813
High Spirits,3540276808
High on Fire,2931
Hirax,1617
Hollenthon,185
Holocaust,760
Holocausto,2356
Holy Grail,3540294870
Holy Moses,1541
Holy Terror,1488
Hooded Menace,112466
Horcas,2805
Horn,17452
Horna,3231
Horned Almighty,17237
Horrendous,3540301705
Hoth,3540357307
Hour of Penance,10433
Hour of Thirteen,110105
Human Fortress,2031
Human Serpent,3540370707
Huntress,114837
Hypocrisy,96
Hypomanie,123788
Hypothermia,19074
The Haunted,85
I,77619
I Declare War,99163
I Shalt Become,2808
I.N.C.,1934
Icarus Witch,32434
Iced Earth,4
Idle Hands,3540443095
Ignitor,21597
Ignivomous,88584
Ihsahn,60496
Ildjarn,382
Illdisposed,1222
Illidiance,46031
Imagika,253
Immolation,194
Immolith,3540273203
Immortal,75
Impaled,1097
Impaled Nazarene,344
Impellitteri,320
Impending Doom,56136
Imperia,24907
Imperial Crystalline Entombment,13296
Imperium Dekadenz,36355
Impetigo,15075
Impiety,3583
In Flames,11
In Mourning,38764
In Solitude,18364
In the Woods...,392
Incantation,885
Incriminated,6125
Incubus,32322
Infant Annihilator,3540458000
Inferi,93823
Infernal,7006
Infernal War,14386
Infernäl Mäjesty,1238
Ingested,53619
Iniquity,211
Inquisition,6665
Insania,3103
Insect Warfare,67329
Insision,161
Insomnium,2332
Instinct,63472
Integrity,3540386323
Interment,12478
Internal Bleeding,1117
Internal Suffering,2304
Intestinal Disgorge,3500
Intestine Baalism,5810
Into Eternity,613
Intronaut,36723
Intruder,1491
Invocator,4533
Iommi,4915
Iperyt,35470
Iron Angel,906
Iron Fire,761
Iron Griffin,3540434338
Iron Maiden,25
Iron Man,4900
Iron Mask,7566
Iron Reagan,3540363260
Iron Savior,329
Isengard,1027
Isis,4844
Isole,33467
Jag Panzer,548
Jeff Loomis,3540261257
Jesu,21392
Jig-Ai,63996
Job for a Cowboy,42638
Jon Oliva's Pain,26265
Jorn,3100
Joyless,1092
Judas Iscariot,915
Judas Priest,97
Judicator,3540354213
Jumalhämärä,11126
Jungle Rot,1094
Jute Gyte,3540308568
Kaamos,3409
Kalmah,702
Kalmankantaja,3540342889
Kamelot,166
Kampfar,3232
Kanashimi,3540262833
Kaoteon,13345
Karl Sanders,26148
Kataklysm,887
Katalepsy,70880
Katatonia,6
Kataxu,2236
Katharsis,8411
Kauan,102515
Kawir,11796
Kayo Dot,11472
Keep of Kalessin,2845
Kekal,4418
Ketzer,57499
Khanate,2258
Khemmis,3540375987
Khold,1104
Killswitch Engage,3075
King Diamond,255
Kingdom,94450
Kiuas,8998
Klabautamann,10999
Kobra and the Lotus,3540308785
Korpiklaani,17431
Kosmokrater,3540273953
Kraanium,34297
Krabathor,258
Krallice,3540258039
Kratornas,12046
Kreator,157
Krieg,991
Kriegsmaschine,13405
Krisiun,197
Kroda,35759
Krokus,93943
Kronos,2825
Krypteria,84007
Krypts,3540282830
Kult ov Azazel,1096
Kvist,2334
Kyuss,398
The Kovenant,92
L'Acéphale,35182
LIK,16798
Labÿrinth,1068
Lacrimas Profundere,3377
Lacuna Coil,124
Lair of the Minotaur,21849
Lake of Tears,2443
Lamb of God,59
Lantlôs,118049
Lazarus A.D.,73370
Leatherwolf,1130
Leaves' Eyes,26706
Lecherous Nocturne,13837
Legion of Doom,5343
Legion of the Damned,53063
Leprous,106322
Leviathan,9562
Lich King,75426
Liege Lord,284
Lifelover,68417
Light This City,18976
Limbonic Art,862
Liquid Tension Experiment,389
Liturgy,3540287759
Living Death,1596
Living Sacrifice,3002
Lizzy Borden,1544
Lock Up,2756
Lonewolf,1452
Lord Belial,1052
Lord Vicar,122973
Lord Wind,1885
Lordi,2976
Loss,29198
Lost Horizon,377
Lost Society,3540341228
Lost Soul,7030
Loudblast,944
Loudness,943
Lovebites,3540428459
Luca Turilli,388
Luca Turilli's Rhapsody,3540348143
Lucifer's Friend,3540366921
Lucifugum,8442
Ludicra,5642
Lugubrum,5478
Lunar Aurora,3233
Lunarsea,28357
Lunatica,7284
Lurker of Chalice,37266
Lustre,3540266973
Lykathea Aflame,2884
Lymphatic Phlegm,3288
Lääz Rockit,1035
The Lord Weird Slough Feg,296
M.O.D.,1049
Macabre,167
Macabre Omen,5538
Machetazo,938
Machinae Supremacy,21736
Machine Head,335
Machine Men,7741
Madder Mortem,2563
Mael Mórdha,3256
Magic Kingdom,14327
Magica,13291
Majesty,297
Make Them Suffer,3540328594
Make a Change... Kill Yourself,42120
Malevolent Creation,175
Malignancy,403
Malthusian,3540372789
Mammoth Grinder,3540294181
Man Must Die,14566
Manes,7748
Maniac Butcher,976
Manilla Road,379
Manowar,83
Manticora,984
Mar de Grises,6469
Marblebog,16138
Marduk,386
Mare Cognitum,3540343747
Marshall Law,594
Marty Friedman,1682
Martyr,552
Mary's Blood,3540306968
Massacra,1537
Massacre,281
Massemord,14380
Master,4280
Master's Hammer,2525
Masterplan,1510
Mastodon,1361
Maudlin of the Well,16
Mayhem,67
Mechina,57637
Mefisto,11027
Megadeth,138
Megiddo,109
Mekong Delta,701
Melechesh,424
Meliah Rage,758
Melvins,1702
Memoriam,3540412502
Memory Garden,2146
Mental Home,471
Mercenary,2028
Merciless,2249
Merciless Death,34891
Mercyful Fate,182
Mercyless,7544
Merrimack,7714
Mesarthim,3540399388
Meshuggah,21
Messiah,907
Metal Church,371
Metalium,674
Metallica,125
Metsatöll,3207
Mgła,44722
Miasmal,3540265816
Midnight,46617
Midnight Odyssey,3540275343
Midnight Priest,3540275340
Ministry,59780
Minotaur,741
Mirrorthrone,3485
Misanthrope,710
Misery Index,2417
Mithotyn,364
Mithras,6600
Mitochondrion,14732
Mob Rules,712
Moloch,87192
Monarch,36201
Monarque,51532
Monolithe,13707
Monstrosity,893
Moon,122605
Moonblood,1088
Moonsorrow,89
Moonspell,61
Morbid,6967
Morbid Angel,68
Morbid Saint,8939
Morbus Chron,3540285489
Mordred,1625
Morgana Lefay,1453
Morgion,339
Morgoth,811
Morgue Supplier,2243
Morgul,3331
Mors Principium Est,6494
Morta Skuld,3074
Mortal Decay,217
Mortal Sin,709
Mortalicum,3540299946
Mortician,350
Mortifera,11844
Mortification,792
Mortiis,81
Mortuary Drape,735
Moss,12663
Motörhead,203
Mournful Congregation,2824
Mourning Beloveth,3928
Moëvöt,9278
Mr. Bungle,1381
Municipal Waste,7477
Mutilator,714
My Dying Bride,151
MyGrain,43733
Myrath,105456
Myrkur,3540386032
Mystic Circle,1014
Mystic Prophecy,3123
Mystifier,602
Mägo de Oz,865
Månegarm,985
Mötley Crüe,1025
Mütiilation,905
The Meads of Asphodel,3235
The Mob,3540357233
The Monolith Deathcult,22299
The Morningside,102069
Nachtfalke,6231
Nachtmystium,4866
Nadja,14868
Naer Mataron,4191
Nagelfar,2149
Naglfar,618
Nails,3540413151
Napalm Death,219
Nargaroth,961
Nasty Savage,960
Nasum,1246
National Suicide,106823
Nattefrost,11288
Nazgûl,7829
Nazxul,2912
Ne Obliviscaris,91913
Neaera,21035
Necrodeath,2107
Necromantia,927
Necronomicon,928
Necrophagia,406
Necrophagist,207
Necrophobic,1350
Necros Christos,21328
Necrovore,9326
Negative Plane,3222
Negură Bunget,4356
Neige et Noirceur,68155
Nekrasov,108715
Nekrogoblikon,75647
Nekromantheon,90885
Nemesea,17035
Neoandertals,46293
Nest,22384
Neuraxis,3604
Neurosis,60
Nevermore,44
Newsted,3540357928
Nifelheim,622
Night Demon,3540358741
Nightbringer,38408
Nightfall,1050
Nightmare,2727
Nightrage,4431
Nightwish,39
Nihilist,14076
Nile,139
Nirvana 2002,11058
Njiqahdda,109826
Nocte Obducta,4980
Nocternity,10090
Nocturnal,7684
Nocturnal Breed,1274
Nocturnal Depression,19948
Nocturnal Rites,260
Nocturnus,152
Nokturnal Mortum,528
Nominon,1508
Norther,1815
Nortt,7722
Nostradameus,2308
Novembers Doom,288
Novembre,1185
Nuclear Assault,121
Nuclear Death,5069
Nucleus,3540347128
Nuit Noire,9910
Nunslaughter,592
Nyktalgia,28216
Nåstrond,7218
Númenor,3540290774
OHL,3540434450
Oathean,8163
Obituary,165
Obliteration,31532
Obscura,63100
Obsequiae,3540290073
Obtained Enslavement,2042
Obtest,7103
Occult,5360
Ocean Machine,8003
October Falls,87100
October Tide,2337
Odious Mortem,24477
Officium Triste,2517
Ohtar,1085
Old Funeral,3969
Old Man's Child,362
Old Wainds,9384
Om,33472
Omen,452
Omnium Gatherum,3306
One Man Army and the Undead Quartet,32378
One Master,59559
Onslaught,782
Opera IX,867
Opeth,38
Orange Goblin,1703
Oranssi Pazuzu,3540279710
Orden Ogan,4667
Order from Chaos,4272
Origin,79
Orphaned Land,2309
Oshiego,83081
Outworld,6325
Overdose,248
Overkill,168
Oz,866
Ozzy Osbourne,195
The Obsessed,1690
The Ocean,25189
The Old Dead Tree,8297
P.H.O.B.O.S.,33473
Pagan Altar,1139
Pagan Hammer,101715
Pagan's Mind,3089
Paganizer,3370
Paimonia,3540345787
Pain,779
Pain of Salvation,547
Pale Divine,11866
Pallbearer,3540315471
Pandemonium,8165
Panopticon,126117
Pantera,77
Pantheist,3698
Panzerchrist,2864
Paracoccidioidomicosisproctitissarcomucosis,24539
Paradise Lost,191
Paradox,271
Paragon,365
Pathfinder,122302
Pathology,78281
Paths of Possession,9919
Paul Chain,8116
Paysage d'Hiver,13417
Peccatum,1023
Pelican,9712
Pensées Nocturnes,3540278206
Pentacle,442
Pentagram,443
Persefone,12779
Persuader,987
Pessimist,1040
Pest,14073
Peste Noire,12841
Pestilence,238
Pestilential Shadows,14988
Pharaoh,2801
Phlebotomized,2682
Pig Destroyer,799
Pilgrim,3540327383
Pitchshifter,81699
Plasmatics,19654
Poison,6728
Poisonblack,5057
Pokolgép,1190
Portal,5471
Portrait,73691
Possessed,914
Power Quest,3111
Power Trip,3540309358
Powerwolf,34543
Preludium,14507
Pretty Maids,1197
Primal Fear,1029
Primitive Man,3540357063
Primordial,400
Pro-Pain,1253
Probot,14957
Procer Veneficus,30621
Procession,126977
Proclamation,29196
Profanatica,2175
Promiscuity,3540325132
Prong,1209
Prosanctus Inferi,85160
Prostitute Disfigurement,318
Protector,1749
Psychotic Waltz,881
Psycroptic,187
Pungent Stench,174
Putrid Pile,7264
Putridity,92948
Pyramaze,13287
Pyrrhon,3540287548
The Project Hate MCMXCIX,1247
Queensrÿche,340
Quiet Riot,1709
Quo Vadis,20
Racer X,1306
Rage,900
Ragnarok,2143
Rainbow,108
Rainfall,90364
Raintime,37438
Raise Hell,251
Ram,9085
Ram-Zet,2056
Ranger,3540279861
Rata Blanca,1931
Ravage,679
Raven,1129
Ravencult,5690
Razor,315
Realm,1548
Realmbuilder,3540276082
Rebellion,967
Red Harvest,4665
Redemption,8031
Regurgitate,372
ReinXeed,28180
Repulsion,1120
Revel in Flesh,3540343294
Revelation,4258
Revenge,6408
Reverend Bizarre,745
Revocation,78107
Revolting,3540271425
Revolution Renaissance,129796
Rhapsody of Fire,32
Rhinocervs,3540322617
Ribspreader,18698
Rigor Mortis,1101
Rings of Saturn,3540308162
Riot V,1191
Ripping Corpse,3007
Risk,911
Ritual Carnage,3810
Rivers of Nihil,3540301156
Riverside,16437
Root,889
Rose Funeral,85374
Ross the Boss,3540261258
Rotten Sound,2927
Rotting Christ,314
Rottrevore,9637
Royal Hunt,1128
Rudra,4958
Runemagick,456
Running Wild,306
Rush,1206
Rusty Eye,101671
The Red Chord,2781
The Ruins of Beverast,11562
S.O.D.,190
Sabaton,484
Sabbat,580
Sacramentum,908
Sacred Reich,120
Sacred Steel,153
Sacrifice,462
Sacrilege,3145
Sadist,2663
Sadus,1012
Saint Vitus,35
Samael,31
Samson,1607
Sanctuary,343
Saor,3540373234
Sarcófago,2061
Sargeist,10533
Sarke,3540278472
Satan,774
